site_nr,plot_nr,date,site_cat,plot_rep,avg_height,sp_common,sp_latin,sp_comments,sp_group
21,62,17/8/22,2N,2,2.2,reindeer lichen ,Cladonia rangiferina,,lichen
21,62,17/8/22,2N,2,2.2,snow lichen,Stereocaulon sp.,,lichen
21,62,17/8/22,2N,2,2.2,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
21,62,17/8/22,2N,2,2.2,pebbled cup lichen,Cladonia pyxidata,,lichen
21,62,17/8/22,2N,2,2.2,lingonberry,Vaccinium vitis-idaea,,shrub
21,62,17/8/22,2N,2,2.2,highland rush,Juncus trifidus,,grass
21,62,17/8/22,2N,2,2.2,finger cup lichen,Cladonia digitata,,lichen
21,63,17/8/22,2N,3,3.1,blueberry,Vaccinium myrtillus,,shrub
21,63,17/8/22,2N,3,3.1,highland rush,Juncus trifidus,,grass
21,63,17/8/22,2N,3,3.1,lingonberry,Vaccinium vitis-idaea,,shrub
21,63,17/8/22,2N,3,3.1,reindeer lichen ,Cladonia rangiferina,,lichen
21,63,17/8/22,2N,3,3.1,crinkled snow lichen,Flavocetraria nivalis,,lichen
21,63,17/8/22,2N,3,3.1,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
21,63,17/8/22,2N,3,3.1,alpine clubmoss,Lycopodium alpinum,also called Diphasiastrum alpinum,herb
21,63,17/8/22,2N,3,3.1,arctic haircap moss,Polytrichum hyperboreum,,moss
21,63,17/8/22,2N,3,3.1,snow lichen,Stereocaulon sp.,,lichen
21,63,17/8/22,2N,3,3.1,arctic starflower,Lysimachia europaea,,herb
21,63,17/8/22,2N,3,3.1,finger cup lichen,Cladonia digitata,,lichen
21,63,17/8/22,2N,3,3.1,wavy hair-grass,Deschampsia flexuosa,,grass
21,63,17/8/22,2N,3,3.1,broom forkmoss,Dicranum scoparium,,moss
21,63,17/8/22,2N,3,3.1,pebbled cup lichen,Cladonia pyxidata,,lichen
22,64,17/8/22,1N,1,1.8,bog bilberry,Vaccinium uliginosum,,shrub
22,64,17/8/22,1N,1,1.8,alpine clubmoss,Lycopodium alpinum,,herb
22,64,17/8/22,1N,1,1.8,blueberry,Vaccinium myrtillus,,shrub
22,64,17/8/22,1N,1,1.8,dwarf birch,Betula nana,"mostly growing outside, but sorta inside",shrub
22,64,17/8/22,1N,1,1.8,purple mountain heather,Phyllodoce caerulea,,shrub
22,64,17/8/22,1N,1,1.8,snow lichen,Stereocaulon sp.,,lichen
22,64,17/8/22,1N,1,1.8,lingonberry,Vaccinium vitis-idaea,,shrub
22,64,17/8/22,1N,1,1.8,arctic haircap moss,Polytrichum hyperboreum,,moss
22,64,17/8/22,1N,1,1.8,broom forkmoss,Dicranum scoparium,,moss
22,64,17/8/22,1N,1,1.8,arctic starflower,Lysimachia europaea,,herb
22,64,17/8/22,1N,1,1.8,highland rush,Juncus trifidus,,grass
22,64,17/8/22,1N,1,1.8,wavy hair-grass,Deschampsia flexuosa,,grass
22,64,17/8/22,1N,1,1.8,reindeer lichen ,Cladonia rangiferina,,lichen
22,64,17/8/22,1N,1,1.8,goldenrod,Solidago virgaurea ssp. lapponica,,herb
22,64,17/8/22,1N,1,1.8,hawkweed,Pilocella sp. ,,herb
22,64,17/8/22,1N,1,1.8,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
22,64,17/8/22,1N,1,1.8,finger cup lichen,Cladonia digitata,,lichen
22,65,17/8/22,1N,2,2.5,goldenrod,Solidago virgaurea ssp. lapponica,,herb
22,65,17/8/22,1N,2,2.5,blueberry,Vaccinium myrtillus,,shrub
22,65,17/8/22,1N,2,2.5,Bigelow's sedge,Carex bigelowii,,grass
22,65,17/8/22,1N,2,2.5,lingonberry,Vaccinium vitis-idaea,,shrub
22,65,17/8/22,1N,2,2.5,arctic starflower,Lysimachia europaea,,herb
22,65,17/8/22,1N,2,2.5,wavy hair-grass,Deschampsia flexuosa,,grass
22,65,17/8/22,1N,2,2.5,highland rush,Juncus trifidus,,grass
22,65,17/8/22,1N,2,2.5,Wettstein's eyebright,Euphrasia wettsteinii,"see photo, hairy stem",herb
22,65,17/8/22,1N,2,2.5,common haircap moss,Polytrichum commune,,moss
22,65,17/8/22,1N,2,2.5,reindeer lichen ,Cladonia rangiferina,,lichen
22,65,17/8/22,1N,2,2.5,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
22,65,17/8/22,1N,2,2.5,bog bilberry,Vaccinium uliginosum,,shrub
22,65,17/8/22,1N,2,2.5,alpine clubmoss,Lycopodium alpinum,,herb
22,65,17/8/22,1N,2,2.5,hawkweed,Pilocella sp. ,,herb
22,65,17/8/22,1N,2,2.5,snow lichen,Stereocaulon sp.,,lichen
22,65,17/8/22,1N,2,2.5,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
22,65,17/8/22,1N,2,2.5,broom forkmoss,Dicranum scoparium,,moss
22,65,17/8/22,1N,2,2.5,finger cup lichen,Cladonia digitata,,lichen
22,65,17/8/22,1N,2,2.5,arctic kidney lichen,Nephroma arcticum,,lichen
22,65,17/8/22,1N,2,2.5,arctic haircap moss,Polytrichum hyperboreum,,moss
22,66,17/8/22,1N,3,4.3,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
22,66,17/8/22,1N,3,4.3,blueberry,Vaccinium myrtillus,,shrub
22,66,17/8/22,1N,3,4.3,goldenrod,Solidago virgaurea ssp. lapponica,,herb
22,66,17/8/22,1N,3,4.3,alpine clubmoss,Lycopodium alpinum,,herb
22,66,17/8/22,1N,3,4.3,reindeer lichen ,Cladonia rangiferina,,lichen
22,66,17/8/22,1N,3,4.3,purple mountain heather,Phyllodoce caerulea,,shrub
22,66,17/8/22,1N,3,4.3,snow lichen,Stereocaulon sp.,,lichen
22,66,17/8/22,1N,3,4.3,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
22,66,17/8/22,1N,3,4.3,finger cup lichen,Cladonia digitata,,lichen
22,66,17/8/22,1N,3,4.3,hawkweed,Pilocella sp. ,,herb
22,66,17/8/22,1N,3,4.3,wavy hair-grass,Deschampsia flexuosa,,grass
22,66,17/8/22,1N,3,4.3,Wettstein's eyebright,Euphrasia wettsteinii,"from plot 2, fjällögontröst",herb
22,66,17/8/22,1N,3,4.3,creeping sibbaldia,Sibbaldia procumbens,see photos,herb
22,66,17/8/22,1N,3,4.3,dwarf willow,Salix herbacea,dvärgvide,shrub
22,66,17/8/22,1N,3,4.3,lingonberry,Vaccinium vitis-idaea,,shrub
22,66,17/8/22,1N,3,4.3,Bigelow's sedge,Carex bigelowii,,grass
22,66,17/8/22,1N,3,4.3,alpine bistort,Bistorta vivipara,"see photos, the leaf of ormrot? ",herb
22,66,17/8/22,1N,3,4.3,broom forkmoss,Dicranum scoparium,,moss
22,66,17/8/22,1N,3,4.3,common haircap moss,Polytrichum commune,,moss
22,66,17/8/22,1N,3,4.3,arctic haircap moss,Polytrichum hyperboreum,,moss
23,67,17/8/22,3N,1,2.2,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
23,67,17/8/22,3N,1,2.2,blueberry,Vaccinium myrtillus,,shrub
23,67,17/8/22,3N,1,2.2,lingonberry,Vaccinium vitis-idaea,,shrub
23,67,17/8/22,3N,1,2.2,highland rush,Juncus trifidus,,grass
23,67,17/8/22,3N,1,2.2,Bigelow's sedge,Carex bigelowii,,grass
23,67,17/8/22,3N,1,2.2,broom forkmoss,Dicranum scoparium,,moss
23,67,17/8/22,3N,1,2.2,arctic haircap moss,Polytrichum hyperboreum,,moss
23,67,17/8/22,3N,1,2.2,hawkweed,Pilocella sp. ,,herb
23,67,17/8/22,3N,1,2.2,reindeer lichen ,Cladonia rangiferina,,lichen
23,67,17/8/22,3N,1,2.2,snow lichen,"Stereocaulon sp,",,lichen
23,67,17/8/22,3N,1,2.2,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
23,67,17/8/22,3N,1,2.2,goldenrod,Solidago virgaurea ssp. lapponica,,herb
23,67,17/8/22,3N,1,2.2,crinkled snow lichen,Flavocetraria nivalis,,lichen
23,67,17/8/22,3N,1,2.2,pebbled cup lichen,Cladonia pyxidata,,lichen
23,67,17/8/22,3N,1,2.2,finger cup lichen,Cladonia digitata,,lichen
23,68,17/8/22,3N,2,2.6,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
23,68,17/8/22,3N,2,2.6,lingonberry,Vaccinium vitis-idaea,,shrub
23,68,17/8/22,3N,2,2.6,blueberry,Vaccinium myrtillus,,shrub
23,68,17/8/22,3N,2,2.6,highland rush,Juncus trifidus,,grass
23,68,17/8/22,3N,2,2.6,reindeer lichen ,Cladonia rangiferina,,lichen
23,68,17/8/22,3N,2,2.6,arctic haircap moss,Polytrichum hyperboreum,,moss
23,68,17/8/22,3N,2,2.6,finger cup lichen,Cladonia digitata,,lichen
23,68,17/8/22,3N,2,2.6,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
23,68,17/8/22,3N,2,2.6,broom forkmoss,Dicranum scoparium,,moss
23,68,17/8/22,3N,2,2.6,pebbled cup lichen,Cladonia pyxidata,,lichen
23,68,17/8/22,3N,2,2.6,snow lichen,Stereocaulon sp.,,lichen
23,68,17/8/22,3N,2,2.6,crinkled snow lichen,Flavocetraria nivalis,,lichen
23,69,17/8/22,3N,3,2.5,blueberry,Vaccinium myrtillus,,shrub
23,69,17/8/22,3N,3,2.5,lingonberry,Vaccinium vitis-idaea,,shrub
23,69,17/8/22,3N,3,2.5,alpine clubmoss,Lycopodium alpinum,,herb
23,69,17/8/22,3N,3,2.5,arctic haircap moss,Polytrichum hyperboreum,,moss
23,69,17/8/22,3N,3,2.5,pebbled cup lichen,Cladonia pyxidata,,lichen
23,69,17/8/22,3N,3,2.5,crinkled snow lichen,Flavocetraria nivalis,,lichen
23,69,17/8/22,3N,3,2.5,reindeer lichen ,Cladonia rangiferina,,lichen
23,69,17/8/22,3N,3,2.5,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
23,69,17/8/22,3N,3,2.5,broom forkmoss,Dicranum scoparium,,moss
23,69,17/8/22,3N,3,2.5,arctic saucer lichen,Ochrolechia frigida,from plot nr 61,lichen
23,69,17/8/22,3N,3,2.5,highland rush,Juncus trifidus,,grass
23,69,17/8/22,3N,3,2.5,Bigelow's sedge,Carex bigelowii,,grass
23,69,17/8/22,3N,3,2.5,goldenrod,Solidago virgaurea ssp. lapponica,,herb
24,70,18/8/22,4N,1,2.4,reindeer lichen ,Cladonia rangiferina,,lichen
24,70,18/8/22,4N,1,2.4,arctic haircap moss,Polytrichum hyperboreum,,moss
24,70,18/8/22,4N,1,2.4,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
24,70,18/8/22,4N,1,2.4,bog bilberry,Vaccinium uliginosum,,shrub
24,70,18/8/22,4N,1,2.4,lingonberry,Vaccinium vitis-idaea,,shrub
24,70,18/8/22,4N,1,2.4,purple mountain heather,Phyllodoce caerulea,,shrub
24,70,18/8/22,4N,1,2.4,alpine clubmoss,Lycopodium alpinum,,herb
24,70,18/8/22,4N,1,2.4,blueberry,Vaccinium myrtillus,,shrub
24,70,18/8/22,4N,1,2.4,alpine bistort,Bistorta vivipara,"from plot nr 66, leaf of ormrot",herb
24,70,18/8/22,4N,1,2.4,goldenrod,Solidago virgaurea ssp. lapponica,,herb
24,70,18/8/22,4N,1,2.4,highland rush,Juncus trifidus,,grass
24,70,18/8/22,4N,1,2.4,mountain willow,Salix arbuscula,willow,shrub
24,70,18/8/22,4N,1,2.4,alpine catsfoot,Antennaria alpina,"short folded leaves, white underneath, see photo",herb
24,70,18/8/22,4N,1,2.4,alpine bearberry,Arctostaphylos alpina,,shrub
24,70,18/8/22,4N,1,2.4,dwarf willow,Salix herbacea,"no flowers, just paired leaves",shrub
24,70,18/8/22,4N,1,2.4,finger cup lichen,Cladonia digitata,,lichen
24,70,18/8/22,4N,1,2.4,,Tritomaria quinquedentata,,moss
24,70,18/8/22,4N,1,2.4,alpine lady's-mantle,Alchemilla alpina,,herb
24,70,18/8/22,4N,1,2.4,haresfoot clubmoss,Lycopodium clavatum ssp. monostachyon,was riplummer ,herb
24,71,18/8/22,4N,2,3.4,arctic haircap moss,Polytrichum hyperboreum,,moss
24,71,18/8/22,4N,2,3.4,blueberry,Vaccinium myrtillus,,shrub
24,71,18/8/22,4N,2,3.4,reindeer lichen ,Cladonia rangiferina,,lichen
24,71,18/8/22,4N,2,3.4,tussock grass,Deschampsia cespitosa,,grass
24,71,18/8/22,4N,2,3.4,unknown beige grass,,"very dry, can't ID, calamagrostis?",grass
24,71,18/8/22,4N,2,3.4,hawkweed,Pilocella sp. ,,herb
24,71,18/8/22,4N,2,3.4,Bigelow's sedge,Carex bigelowii,,grass
24,71,18/8/22,4N,2,3.4,lingonberry,Vaccinium vitis-idaea,,shrub
24,71,18/8/22,4N,2,3.4,finger cup lichen,Cladonia digitata,,lichen
24,71,18/8/22,4N,2,3.4,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
24,71,18/8/22,4N,2,3.4,broom forkmoss,Dicranum scoparium,,moss
24,71,18/8/22,4N,2,3.4,,Tritomaria quinquedentata,,moss
24,71,18/8/22,4N,2,3.4,snow lichen,Stereocaulon sp.,,lichen
24,71,18/8/22,4N,2,3.4,arctic kidney lichen,Nephroma arcticum,,lichen
24,71,18/8/22,4N,2,3.4,pebbled cup lichen,Cladonia pyxidata,some of these so far could also be Cladonia coccifera,lichen
24,71,18/8/22,4N,2,3.4,goldenrod,Solidago virgaurea ssp. lapponica,,herb
24,71,18/8/22,4N,2,3.4,alpine catsfoot,Antennaria alpina,,herb
24,71,18/8/22,4N,2,3.4,Wettstein's eyebright,Euphrasia wettsteinii,"from plot nr 65, quite dead, see photo, fjällögontröst",herb
24,71,18/8/22,4N,2,3.4,arctic saucer lichen,Ochrolechia frigida,"pink/ peach O nodes/ growths, see photo, stadskantlav-like but not this, potentially dibaeis baeomyces",lichen
24,71,18/8/22,4N,2,3.4,,Psoroma hyphorum,"but more brown/ darker outside, see photo, probably correct though",lichen
24,72,18/8/22,4N,3,3.4,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
24,72,18/8/22,4N,3,3.4,blueberry,Vaccinium myrtillus,,shrub
24,72,18/8/22,4N,3,3.4,Bigelow's sedge,Carex bigelowii,,grass
24,72,18/8/22,4N,3,3.4,highland rush,Juncus trifidus,,grass
24,72,18/8/22,4N,3,3.4,reindeer lichen ,Cladonia rangiferina,,lichen
24,72,18/8/22,4N,3,3.4,snow lichen,Stereocaulon sp. ,,lichen
24,72,18/8/22,4N,3,3.4,lesser sulphur cup lichen,Cladonia deformis,,lichen
24,72,18/8/22,4N,3,3.4,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
24,72,18/8/22,4N,3,3.4,,Cladonia digitata,,lichen
24,72,18/8/22,4N,3,3.4,goldenrod,Solidago virgaurea ssp. lapponica,,herb
24,72,18/8/22,4N,3,3.4,broom forkmoss,Dicranum scoparium,,moss
24,72,18/8/22,4N,3,3.4,hawkweed,Pilocella sp. ,,herb
24,72,18/8/22,4N,3,3.4,arctic haircap moss,Polytrichum hyperboreum,,moss
24,72,18/8/22,4N,3,3.4,lingonberry,Vaccinium vitis-idaea,,shrub
24,72,18/8/22,4N,3,3.4,,Tritomaria quinquedentata,,moss
24,72,18/8/22,4N,3,3.4,dwarf willow,Salix herbacea,,shrub
24,72,18/8/22,4N,3,3.4,bog bilberry,Vaccinium uliginosum,,shrub
24,72,18/8/22,4N,3,3.4,candy lichen,Icmadophila ericetorum,"peach/ pink growths (same as plot 71), dibaeis baeomyces?",lichen
24,72,18/8/22,4N,3,3.4,wavy hair-grass,Deschampsia flexuosa,,grass
25,73,18/8/22,5N,1,5.3,blueberry,Vaccinium myrtillus,,shrub
25,73,18/8/22,5N,1,5.3,lingonberry,Vaccinium vitis-idaea,,shrub
25,73,18/8/22,5N,1,5.3,Bigelow's sedge,Carex bigelowii,,grass
25,73,18/8/22,5N,1,5.3,wavy hair-grass,Deschampsia flexuosa,,grass
25,73,18/8/22,5N,1,5.3,highland rush,Juncus trifidus,,grass
25,73,18/8/22,5N,1,5.3,common haircap moss,Polytrichum commune,,moss
25,73,18/8/22,5N,1,5.3,arctic haircap moss,Polytrichum hyperboreum,,moss
25,73,18/8/22,5N,1,5.3,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
25,73,18/8/22,5N,1,5.3,reindeer lichen ,Cladonia rangiferina,,lichen
25,73,18/8/22,5N,1,5.3,snow lichen,Stereocaulon sp.,,lichen
25,73,18/8/22,5N,1,5.3,broom forkmoss,Dicranum scoparium,,moss
25,73,18/8/22,5N,1,5.3,,Tritomaria quinquedentata,,moss
25,73,18/8/22,5N,1,5.3,arctic kidney lichen,Nephroma arcticum,,lichen
25,73,18/8/22,5N,1,5.3,alpine clubmoss,Lycopodium alpinum,,herb
25,73,18/8/22,5N,1,5.3,red-stemmed feathermoss,Pleurozium schreberi,"yellow/ pale moss with red stem, see photos, väggmossa",moss
25,73,18/8/22,5N,1,5.3,goldenrod,Solidago virgaurea ssp. lapponica,lappgullris,herb
25,73,18/8/22,5N,1,5.3,alpine kidney lichen,Nephroma expallidum,,lichen
25,73,18/8/22,5N,1,5.3,hawkweed,Pilocella sp. ,,herb
25,73,18/8/22,5N,1,5.3,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
25,73,18/8/22,5N,1,5.3,,Bryum pseudotriquetrum,"see photos, very thin stem, quite spikey",moss
25,74,18/8/22,5N,2,2.7,alpine clubmoss,Lycopodium alpinum,,herb
25,74,18/8/22,5N,2,2.7,blueberry,Vaccinium myrtillus,,shrub
25,74,18/8/22,5N,2,2.7,bog bilberry,Vaccinium uliginosum,,shrub
25,74,18/8/22,5N,2,2.7,finger cup lichen,Cladonia digitata,,lichen
25,74,18/8/22,5N,2,2.7,arctic kidney lichen,Nephroma arcticum,,lichen
25,74,18/8/22,5N,2,2.7,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
25,74,18/8/22,5N,2,2.7,broom forkmoss,Dicranum scoparium,,moss
25,74,18/8/22,5N,2,2.7,reindeer lichen ,Cladonia rangiferina,,lichen
25,74,18/8/22,5N,2,2.7,snow lichen,Stereocaulon sp.,,lichen
25,74,18/8/22,5N,2,2.7,highland rush,Juncus trifidus,,grass
25,74,18/8/22,5N,2,2.7,Bigelow's sedge,Carex bigelowii,,grass
25,74,18/8/22,5N,2,2.7,lingonberry,Vaccinium vitis-idaea,,shrub
25,74,18/8/22,5N,2,2.7,wavy hair-grass,Deschampsia flexuosa,very dead and dry,grass
25,74,18/8/22,5N,2,2.7,hawkweed,Pilocella sp. ,,herb
25,74,18/8/22,5N,2,2.7,,Tritomaria quinquedentata,,moss
25,74,18/8/22,5N,2,2.7,pebbled cup lichen,Cladonia pyxidata,,lichen
25,74,18/8/22,5N,2,2.7,common haircap moss,Polytrichum commune,,moss
25,74,18/8/22,5N,2,2.7,red-stemmed feathermoss,Pleurozium schreberi,"red stem, same as plot 73",moss
25,74,18/8/22,5N,2,2.7,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
25,74,18/8/22,5N,2,2.7,arctic haircap moss,Polytrichum hyperboreum,,moss
25,75,18/8/22,5N,3,2.4,blueberry,Vaccinium myrtillus,,shrub
25,75,18/8/22,5N,3,2.4,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
25,75,18/8/22,5N,3,2.4,lingonberry,Vaccinium vitis-idaea,,shrub
25,75,18/8/22,5N,3,2.4,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
25,75,18/8/22,5N,3,2.4,highland rush,Juncus trifidus,,grass
25,75,18/8/22,5N,3,2.4,reindeer lichen ,Cladonia rangiferina,,lichen
25,75,18/8/22,5N,3,2.4,snow lichen,Stereocaulon sp.,,lichen
25,75,18/8/22,5N,3,2.4,Bigelow's sedge,Carex bigelowii,,grass
25,75,18/8/22,5N,3,2.4,dwarf willow,Salix herbacea,,shrub
25,75,18/8/22,5N,3,2.4,alpine clubmoss,Lycopodium alpinum,,herb
25,75,18/8/22,5N,3,2.4,arctic haircap moss,Polytrichum hyperboreum,,moss
25,75,18/8/22,5N,3,2.4,broom forkmoss,Dicranum scoparium,,moss
25,75,18/8/22,5N,3,2.4,common haircap moss,Polytrichum commune,,moss
25,75,18/8/22,5N,3,2.4,arctic kidney lichen,Nephroma arcticum,,lichen
25,75,18/8/22,5N,3,2.4,goldenrod,Solidago virgaurea ssp. lapponica,,herb
26,76,18/8/22,1N,1,9,dwarf birch,Betula nana,,shrub
26,76,18/8/22,1N,1,9,blueberry,Vaccinium myrtillus,,shrub
26,76,18/8/22,1N,1,9,lingonberry,Vaccinium vitis-idaea,,shrub
26,76,18/8/22,1N,1,9,goldenrod,Solidago virgaurea ssp. lapponica,,herb
26,76,18/8/22,1N,1,9,reindeer lichen ,Cladonia rangiferina,,lichen
26,76,18/8/22,1N,1,9,Wettstein's eyebright,Euphrasia wettsteinii,"from plot nr 65, I think it's kärrögontröst",herb
26,76,18/8/22,1N,1,9,common haircap moss,Polytrichum commune,,moss
26,76,18/8/22,1N,1,9,alpine bistort,Bistorta vivipara,"from plot nr 66, leaf of it",herb
26,76,18/8/22,1N,1,9,small meadow buttercup,Ranunculus subborealis ssp. pumilus,"common name is a guess, called liten (nord)smörblomma",herb
26,76,18/8/22,1N,1,9,alpine kidney lichen,Nephroma expallidum,,lichen
26,76,18/8/22,1N,1,9,green dog lichen,Peltigera apthosa,think it's the actual one here,lichen
26,76,18/8/22,1N,1,9,alpine bartsia,Bartsia alpina,svarthö,herb
26,76,18/8/22,1N,1,9,alpine rush,Juncus alpinoarticulatus ssp. alpestris,the unknown starr with short cones and reddish stem,grass
26,76,18/8/22,1N,1,9,,Anthoxanthum nipponicum,"wheat-like, maybe calamagrostis?",grass
26,76,18/8/22,1N,1,9,sheep's fescue,Festuca ovina,"see photos, or Calamagrostis lapponica",grass
26,76,18/8/22,1N,1,9,wavy hair-grass,Deschampsia flexuosa,stem like                with top like ,grass
26,76,18/8/22,1N,1,9,red-stemmed feathermoss,Pleurozium schreberi,"maybe, see photo",moss
26,76,18/8/22,1N,1,9,arctic starflower,Lysimachia europaea,,herb
26,76,18/8/22,1N,1,9,Norwegian arctic cudweed,Gnaphalium norvegicum,white hairy underneath,herb
26,76,18/8/22,1N,1,9,,Tritomaria quinquedentata,,moss
26,76,18/8/22,1N,1,9,,Hypnum recurvatum,"very thin, branched, see photos, looks like mini liverworts?",lichen
26,77,18/8/22,1N,2,8,arctic kidney lichen,Nephroma arcticum,,lichen
26,77,18/8/22,1N,2,8,dwarf birch,Betula nana,,shrub
26,77,18/8/22,1N,2,8,blueberry,Vaccinium myrtillus,,shrub
26,77,18/8/22,1N,2,8,lingonberry,Vaccinium vitis-idaea,,shrub
26,77,18/8/22,1N,2,8,broom forkmoss,Dicranum scoparium,,moss
26,77,18/8/22,1N,2,8,reindeer lichen ,Cladonia rangiferina,,lichen
26,77,18/8/22,1N,2,8,snow lichen,Stereocaulon sp.,,lichen
26,77,18/8/22,1N,2,8,pebbled cup lichen,Cladonia pyxidata,,lichen
26,77,18/8/22,1N,2,8,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
26,77,18/8/22,1N,2,8,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
26,77,18/8/22,1N,2,8,lesser sulphur cup lichen,Cladonia deformis,,lichen
26,77,18/8/22,1N,2,8,highland rush,Juncus trifidus,,grass
26,77,18/8/22,1N,2,8,,Tritomaria quinquedentata,,moss
26,77,18/8/22,1N,2,8,,Barbilophozia kunzeana,"lots, see photo",moss
26,78,18/8/22,1N,3,8.8,wavy hair-grass,Deschampsia flexuosa,,grass
26,78,18/8/22,1N,3,8.8,dwarf birch,Betula nana,,shrub
26,78,18/8/22,1N,3,8.8,blueberry,Vaccinium myrtillus,,shrub
26,78,18/8/22,1N,3,8.8,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
26,78,18/8/22,1N,3,8.8,Bigelow's sedge,Carex bigelowii,,grass
26,78,18/8/22,1N,3,8.8,lingonberry,Vaccinium vitis-idaea,,shrub
26,78,18/8/22,1N,3,8.8,reindeer lichen ,Cladonia rangiferina,,lichen
26,78,18/8/22,1N,3,8.8,arctic kidney lichen,Nephroma arcticum,,lichen
26,78,18/8/22,1N,3,8.8,snow lichen,Stereocaulon sp.,,lichen
26,78,18/8/22,1N,3,8.8,bog bilberry,Vaccinium uliginosum,,shrub
26,78,18/8/22,1N,3,8.8,broom forkmoss,Dicranum scoparium,,moss
26,78,18/8/22,1N,3,8.8,,Tritomaria quinquedentata,"a big bunch, larger, branches once",moss
26,78,18/8/22,1N,3,8.8,goldenrod,Solidago virgaurea ssp. lapponica,,herb
26,78,18/8/22,1N,3,8.8,hawkweed,Pilocella sp. ,,herb
26,78,18/8/22,1N,3,8.8,arctic starflower,Lysimachia europaea,,herb
26,78,18/8/22,1N,3,8.8,pebbled cup lichen,Cladonia pyxidata,,lichen
27,79,18/8/22,1N,1,3.1,arctic starflower,Lysimachia europaea,,herb
27,79,18/8/22,1N,1,3.1,snow lichen,Stereocaulon sp.,,lichen
27,79,18/8/22,1N,1,3.1,arctic haircap moss,Polytrichum hyperboreum,,moss
27,79,18/8/22,1N,1,3.1,reindeer lichen ,Cladonia rangiferina,,lichen
27,79,18/8/22,1N,1,3.1,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
27,79,18/8/22,1N,1,3.1,finger cup lichen,Cladonia digitata,,lichen
27,79,18/8/22,1N,1,3.1,common haircap moss,Polytrichum commune,,moss
27,79,18/8/22,1N,1,3.1,alpine clubmoss,Lycopodium alpinum,,herb
27,79,18/8/22,1N,1,3.1,broom forkmoss,Dicranum scoparium,,moss
27,79,18/8/22,1N,1,3.1,dwarf willow,Salix herbacea,unknown hairy plant,shrub
27,79,18/8/22,1N,1,3.1,tussock grass,Deschampsia cespitosa,,grass
27,79,18/8/22,1N,1,3.1,hawkweed,Pilocella sp. ,,herb
27,79,18/8/22,1N,1,3.1,,Tritomaria quinquedentata,,moss
27,79,18/8/22,1N,1,3.1,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
27,79,18/8/22,1N,1,3.1,lingonberry,Vaccinium vitis-idaea,,shrub
27,79,18/8/22,1N,1,3.1,highland rush,Juncus trifidus,,grass
27,79,18/8/22,1N,1,3.1,alpine rush,Juncus alpinoarticulatus ssp. alpestris,,grass
27,79,18/8/22,1N,1,3.1,matgrass,Nardus stricta,"black thin top, see photo",grass
27,79,18/8/22,1N,1,3.1,goldenrod,Solidago virgaurea ssp. lapponica,,herb
27,80,18/8/22,1N,2,3.9,dwarf willow,Salix herbacea,,shrub
27,80,18/8/22,1N,2,3.9,snow lichen,Stereocaulon sp. ,,lichen
27,80,18/8/22,1N,2,3.9,wavy hair-grass,Deschampsia flexuosa,,grass
27,80,18/8/22,1N,2,3.9,,Anthoxanthum nipponicum,"see photo, maybe calamagrostis",grass
27,80,18/8/22,1N,2,3.9,tussock grass,Deschampsia cespitosa,,grass
27,80,18/8/22,1N,2,3.9,Bigelow's sedge,Carex bigelowii,,grass
27,80,18/8/22,1N,2,3.9,lingonberry,Vaccinium vitis-idaea,,shrub
27,80,18/8/22,1N,2,3.9,alpine rush,Juncus alpinoarticulatus ssp. alpestris,,grass
27,80,18/8/22,1N,2,3.9,common haircap moss,Polytrichum commune,,moss
27,80,18/8/22,1N,2,3.9,reindeer lichen ,Cladonia rangiferina,,lichen
27,80,18/8/22,1N,2,3.9,arctic haircap moss,Polytrichum hyperboreum,,moss
27,80,18/8/22,1N,2,3.9,alpine clubmoss,Lycopodium alpinum,,herb
27,80,18/8/22,1N,2,3.9,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
